FID,geom,site_name,site_address,site_city,site_state,site_zip,site_region,site_area,site_pci,globalid,client_globalid,Latitude,Longitude
Sites.276,POINT (-120.20904475403044 39.319389080925745),113280 Truckee Crossroads,I-80 & Hwy 89,Truckee,CA,96161,,226215,42,{4beaca26-15a1-4fd1-7a79-e4cb5bc83c17},,39.31938908092570000000,-120.20904475403000000000
Sites.606,POINT (-81.54663434819473 39.29975559713806),4803,200 Grand Central Ave,Vienna,WV,26105,,175808,33,{77b41734-cb5f-4219-b3d5-a300bdc36f8c},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},39.29975559713800000000,-81.54663434819470000000
Sites.319,POINT (-76.67393609495892 39.24783200786612),2579,3750 Commerce Dr.,Halethorpe,MD,21227,,335130,38,{07d2f49a-e56a-4047-ba9d-81def9291868},,39.24783200786610000000,-76.67393609495890000000
Sites.597,POINT (-76.5981607947591 39.19928608171106),Store 2501,E Ordnance Rd,Glen Burnie,MD,21060,,306306,73,{d5c1f20e-ce32-4b7b-b128-3ab1a1f46b3f},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},39.19928608171100000000,-76.59816079475910000000
Sites.112,POINT (-75.52883667214266 39.18337631171798),1608,801 N Dupont Hwy,Dover,DE,19901,,168926,71,{841fe2a6-9fcd-4b87-93c6-70eb88454f36},,39.18337631171790000000,-75.52883667214260000000
Sites.70,POINT (-82.97735046099996 39.13357270100005),Kroger Columbus - 363,220 Waverly Plaza,Waverly,OH,45690,,143367,27,{55E8BA73-9DA7-404E-95F8-FD3BC5EC3456},,39.13357270100000000000,-82.97735046099990000000
Sites.177,POINT (-104.85246072826222 39.06385435716052),1541,15888 Jackson Creek Pkwy,Monument,CO,80132,,287202,65,{5b192a71-c920-4fb3-8695-6766f99a2c0f},,39.06385435716050000000,-104.85246072826200000000
Sites.1081,POINT (-104.84272584102274 39.05760718926284),Jackson Creek Crossing,1070 Baptist Rd,Colorado Springs,CO,80921,,255044,65,OBSOLETE,{4949ce6d-5c61-4371-ae93-3cd61bfdd514},39.05760718926280000000,-104.84272584102200000000
Sites.1082,POINT (-104.84272584102274 39.05760718926284),Jackson Creek Crossing,1070 Baptist Rd,Colorado Springs,CO,80921,,255044,65,{875702cc-a846-4ea3-b4ec-2663e6dc2897},{4949ce6d-5c61-4371-ae93-3cd61bfdd514},39.05760718926280000000,-104.84272584102200000000
Sites.59,POINT (-77.11909433499994 39.057605729000045),Pike Center,Rockville Pike and Bou Avenue,Rockville,MD,,,152151,67,{5E6A574E-468D-40C0-B61B-AB119C29CB1E},,39.05760572900000000000,-77.11909433499990000000
Sites.1065,POINT (-74.87029960586086 39.01332944946752),TEST Rio Grande Plaza,"1500 Route 47 South, Rio Grande, NJ",Rio Grande,NJ,8242,,328718,57,{479c2170-b557-4266-a1b1-8be05c452dae},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},39.01332944946750000000,-74.87029960586080000000
Sites.1066,POINT (-74.87029960586086 39.01332944946752),TEST Rio Grande Plaza,"1500 Route 47 South, Rio Grande, NJ",Rio Grande,NJ,8242,,,,{fc22318f-a1cc-4d9f-8b21-c59e7a85ab3c},,39.01332944946750000000,-74.87029960586080000000
Sites.1074,POINT (-74.87029960586086 39.01332944946752),Rio Grande Plaza,"1500 Route 47 South, Rio Grande, NJ",Rio Grande,NJ,8242,,328718,57,{1e927151-fe23-475e-a7fb-c98cb9be8e61},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},39.01332944946750000000,-74.87029960586080000000
Sites.1079,POINT (-74.87029960586086 39.01332944946752),Rio Grande Plaza TEST,"1500 Route 47 South, Rio Grande, NJ",Rio Grande,NJ,8242,,328718,57,{2fb39acf-f4e0-4b3b-ad80-353b73abc615},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},39.01332944946750000000,-74.87029960586080000000
Sites.1080,POINT (-74.87029960586086 39.01332944946752),Rio Grande Plaza TEST,"1500 Route 47 South, Rio Grande, NJ",Rio Grande,NJ,8242,,328718,57,{71402212-79f2-4f6a-918c-9475396e571c},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},39.01332944946750000000,-74.87029960586080000000
Sites.641,POINT (-74.87029960586086 39.01332944946752),Rio Grande Plaza,"1500 Route 47 South, Rio Grande, NJ",Rio Grande,NJ,8242,,328718,57,{187549eb-c94e-aa9d-323a-399dfe8ac829},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},39.01332944946750000000,-74.87029960586080000000
Sites.417,POINT (-84.41772009996048 39.00587769328521),2323,415 Crossroads Blvd.,Cold Spring,KY,41076,,317341,26,{009d41f3-31fe-4b35-945d-48ffdf110ada},,39.00587769328520000000,-84.41772009996040000000
Sites.263,POINT (-76.54144350139143 38.97807785361509),2589,55 Forest Plaza,Annapolis,MD,21401,,193600,69,{864a5114-2806-46d6-b818-244b28bb3b82},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},38.97807785361500000000,-76.54144350139140000000
Sites.395,POINT (-77.35427187766994 38.96848620515127),4641,1651 Reston Pkwy,Reston,VA,20194,,180084,28,{06e09000-8f28-4630-83b0-a516522001a8},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},38.96848620515120000000,-77.35427187766990000000
Sites.565,POINT (-85.86134721775228 38.956515431136275),Store 2021,1714 E Tipton St,Seymour,IN,47274,,255400,62,{f9b8c6ce-237c-407b-975a-7376dc388f49},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},38.95651543113620000000,-85.86134721775220000000
Sites.39,POINT (-79.84377013999995 38.91848786200006),Kroger 730,450 11th St,Elkins,WV,26241,"103,320",103320,40,{4B50FB71-70C4-40E1-B481-E4CA5AC4BDCE},,38.91848786200000000000,-79.84377013999990000000
Sites.211,POINT (-121.29452444448836 38.87820997201305),"116130 - Lincoln Hills Town Center
",67 Lincoln Blvd,Lincoln,CA,95648,,308774,53,{bdbd4f1f-85ef-465b-8ff0-85f8e1eea68d},,38.87820997201300000000,-121.29452444448800000000
Sites.499,POINT (-82.15287457049556 38.83504537454719),Golden Corral - Gallipolis,304 Upper River Road,Gallipolis,OH,45631,,61138,25,{1d69cf9b-07a8-41c5-8e0c-5630c360ae0b},,38.83504537454710000000,-82.15287457049550000000
Sites.4,POINT (-76.73840550741018 38.818950363925225),8550,15410 Chrysler Dr,Upper Marlboro,MD,20772,,299044,90,{a6a3d0ba-4646-4de9-b1cb-cae0aa0b41f5},,38.81895036392520000000,-76.73840550741010000000
Sites.208,POINT (-121.33041099111935 38.79418326169945),116090 Crocker Ranch,Woodcreek Oaks Blvd & Blue Oaks Blvd,Roseville,ca,95747,,196686,72,{b2487720-5b49-42e1-c3da-454fe6082574},,38.79418326169940000000,-121.33041099111900000000
Sites.229,POINT (-121.26806609048691 38.781867889930815),111550 Stanford Ranch,Stanford Ranch Rd & Hwy 65,Roseville,CA,95678,,550002,60,{377ab751-501a-435b-9cb1-793b3a3f35bd},,38.78186788993080000000,-121.26806609048600000000
Sites.121,POINT (-89.9500111934986 38.780271624903975),1973,2500 Troy Rd,Glen Carbon,IL,62034,,252683,60,{8c5febb4-4f81-4482-8cec-03c3383fa35e},,38.78027162490390000000,-89.95001119349860000000
Sites.596,POINT (-112.10269079429108 38.74814977367503),4422,1440 S Technology Dr,Richfield,UT,84701,,268878,66,{a7558d66-7a3e-474f-983a-2a5f5375c824},,38.74814977367500000000,-112.10269079429100000000
Sites.258,POINT (-75.16255945609383 38.747308529790786),1604,17832 Coastal Hwy,Lewes,DE,19958,,431993,49,{67c1aca8-2d07-406a-95dd-45cbfbda1d5e},,38.74730852979070000000,-75.16255945609380000000
Sites.220,POINT (-90.01458287576689 38.67436877236229),6961,1049 Collinsville Crossing,Collinsville,IL,62234,,312316,58,{0797c476-fa74-4041-9c22-4f4db00b781e},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},38.67436877236220000000,-90.01458287576680000000
Sites.215,POINT (-121.32559448885897 38.66211898027262),Madison Plaza,5919 Madison Ave,Carmichael,CA,95608,,475331,53,{4289a386-a654-48d8-801e-9abadb17a348},,38.66211898027260000000,-121.32559448885800000000
Sites.76,POINT (-90.19097335399994 38.621455981000054),MI1136,500 S Broadway St,St Louis,MO,63102,,102066,40,{1690CF5E-2A28-45DF-83B8-14F92656391B},,38.62145598100000000000,-90.19097335399990000000
Sites.75,POINT (-90.19266974599998 38.62039089800004),The Parking Reit - MI1130,619 S Broadway St,St Louis,MO,63102,,53620,35,{D7267D22-0768-4EB5-859B-C05690D599E0},,38.62039089800000000000,-90.19266974599990000000
Sites.67,POINT (-106.92566385399999 38.553534952000064),King Soopers - 419,880 N Main St,Gunnison,CO,81230,,122289,48,{D7FC5DA5-F062-4486-AD31-0B1587579DF1},,38.55353495200000000000,-106.92566385399900000000
Sites.154,POINT (-122.80629934539769 38.55154300378892),Kimco Lakewood Village,Brooks Rd. S. & Lakewood Dr.,Windsor,CA,95492,,258039,54,{b2411708-5a49-46e1-a3cf-458fe6081865},,38.55154300378890000000,-122.80629934539700000000
Sites.498,POINT (-90.44957412559208 38.50499674994614),Regal Cinema,754 Gravois Bludds Blvd,Fenton,MO,63026,,221519,29,{0b4c2b12-31b3-4b41-9704-a959674e12da},,38.50499674994610000000,-90.44957412559200000000
Sites.216,POINT (-122.77086185251399 38.45393145545557),Test Site,123 Fake Street,Santa Rosa,CA,95401,,247673,13,{48b1adfd-ac7b-4f6b-90fe-38fb8e531c6e},,38.45393145545550000000,-122.77086185251300000000
Sites.173,POINT (-122.77086185251399 38.45393145545557),"Kimco - 113240 Fulton Market Place
",Guerneville Hwy. & Fulton Rd.,Santa Rosa,CA,95401,,247673,41,{e0048d94-c3e1-426e-9c0c-e6e1116d16d9},,38.45393145545550000000,-122.77086185251300000000
Sites.554,POINT (-121.37040484194165 38.45157712300313),114400 - Bel Air Village SC,Elk Grove Florin Rd,Elk Grove,CA,95624,,176612,63,{c1c21821-d3f4-4d91-bf57-a43b420f725a},{9332e7f4-c292-4480-af81-dacc89da5a87},38.45157712300310000000,-121.37040484194100000000
Sites.182,POINT (-121.37027917288258 38.45106643917861),Bel Air Village SC,Elk Grove Florin Rd,Elk Grove,CA,95624,,299429,71,{26d0d85a-4357-428b-bf81-f9d8ce8eb023},,38.45106643917860000000,-121.37027917288200000000
Sites.533,POINT (-121.37023080713108 38.45020110954838),117440 - Bel Air Village SC,Elk Grove Florin Rd,Elk Grove,CA,95624,,122818,88,{aaaef46d-15d8-4c57-889a-f753720683f2},{9332e7f4-c292-4480-af81-dacc89da5a87},38.45020110954830000000,-121.37023080713100000000
Sites.388,POINT (-75.16308711441532 38.34126807043221),2578,11408 Ocean Gateway,Berlin,MD,21811,,374157,54,{28bc63ad-422b-57c2-88bb-43bef732aab5},,38.34126807043220000000,-75.16308711441530000000
Sites.351,POINT (-85.8436979714624 38.30535795263767),2016,2239 State St,New Albany,IN,47150,,269199,40,{5935fe9f-5a34-4970-86b6-2bb76173bb82},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},38.30535795263760000000,-85.84369797146240000000
Sites.476,POINT (-122.27712755352665 38.282640165963606),113270 South Napa Market Place,Imola Ave. & Soscol Ave.,Napa,CA,94559,,885392,67,{129b9cbe-aeb2-98eb-28ed-128bef987ad3},,38.28264016596360000000,-122.27712755352600000000
Sites.505,POINT (-122.27712755352665 38.282640165963606),113270 South Napa Market Place,Imola Ave. & Soscol Ave.,Napa,CA,94559,,887653,67,{238b9cbe-aeb2-98eb-28ed-128bef987ad3},,38.28264016596360000000,-122.27712755352600000000
Sites.396,POINT (-85.7505998399696 38.156214879187814),Atkore - Louisville,6700 Enterprise Dr,Louisville,KY,40214,,380330,25,{7408cacd-cf0c-49a3-8525-f2971d749b5f},{d2111fe3-99f7-459b-b5bb-5d687d04813b},38.15621487918780000000,-85.75059983996960000000
Sites.330,POINT (-122.57155713577264 38.10266788504062),Novato Fair S.C.,Diablo Ave. & Redwood Blvd.,Novato,CA,94947,,261633,81,{0787cac2-f98f-4bf5-a1f5-8bad9e465f3a},,38.10266788504060000000,-122.57155713577200000000
Sites.217,POINT (-87.63893033860107 37.97353297665532),TEST 2010,5230 Pearl Dr,Evansville,IN,47712,,273312,57,{bfb58b8b-b597-403a-8a48-eabd91b9d81e},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},37.97353297665530000000,-87.63893033860100000000
Sites.525,POINT (-87.63893033860107 37.97353297665532),2010,5230 Pearl Dr,Evansville,IN,47712,,273312,58,{a03ed77f-408e-4ca3-ac70-678754afc748},,37.97353297665530000000,-87.63893033860100000000
Sites.547,POINT (-87.63893033860107 37.97353297665532),2010,5230 Pearl Dr,Evansville,IN,47712,,273312,,{0d57c942-3d4d-4280-b425-5fcee06b54ac},,37.97353297665530000000,-87.63893033860100000000
Sites.612,POINT (-87.63893033860107 37.97353297665532),TEST 2010,5230 Pearl Dr,Evansville,IN,47712,,273312,56,{61f07587-f650-4696-a562-38944f8b97bb},,37.97353297665530000000,-87.63893033860100000000
Sites.598,POINT (-121.98374764617391 37.77535005797901),6604,2750 Crow Canyon Rd,San Ramon,CA,94583,,258186,68,{5465f86e-7b0b-4109-82c6-418ede1c43b0},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},37.77535005797900000000,-121.98374764617300000000
Sites.288,POINT (-85.88731782357009 37.72814087692432),2316,1510 Ring Rd,Elizabethtown,KY,42701,,251910,94,{dbdd48d7-07ed-4ecc-a087-a71cfc6cb969},,37.72814087692430000000,-85.88731782357000000000
Sites.381,POINT (-121.74357249552811 37.7004716973434),"114730 - Plaza 580 SC
",4514 Las Positas Rd,Livermore,CA,94551,,368689,40,{6d74d434-e0bc-4672-a1a4-c6a29b44cf0e},{9332e7f4-c292-4480-af81-dacc89da5a87},37.70047169734340000000,-121.74357249552800000000
Sites.237,POINT (-122.09854823840442 37.68513688216703),Creekside Center,Mission Blvd & Mattox Rd.,Hayward ,CA,94541,,186473,47,{95a0e069-72b2-4392-b858-346e4481fd6d},{9332e7f4-c292-4480-af81-dacc89da5a87},37.68513688216700000000,-122.09854823840400000000
Sites.400,POINT (-122.46717629818652 37.67785288933282),110260 - 280 Metro Center,53 Colma Blvd,Colma,CA,94014,,496346,78,{772055b7-cac2-4113-b179-7254f03e3299},{9332e7f4-c292-4480-af81-dacc89da5a87},37.67785288933280000000,-122.46717629818600000000
Sites.69,POINT (-77.40170434899994 37.65185491700004),515,9253 Chamberlayne Rd,Mechanicsville,VA,23116,,239231,45,{676B4B70-7B8D-438C-A2ED-7B0A12F322A1},,37.65185491700000000000,-77.40170434899990000000
Sites.391,POINT (-113.08719702328817 37.65152979259821),4418,1518 S Providence Center Dr,Cedar City,UT,84720,,308288,49,{600e0138-41ac-4936-97c3-ab57f8e96627},,37.65152979259820000000,-113.08719702328800000000
Sites.370,POINT (-77.5145201811862 37.59781637518111),4632,6501 W Broad St,Richmond,VA,23230,,269103,78,{114e7661-0801-4c4b-aef5-d8a526a5b12d},,37.59781637518110000000,-77.51452018118620000000
Sites.619,POINT (-122.50230126587377 37.5946453328835),111150 Linda Mar SC,"Linda Mar Blvd. & Coast Hwy., Pacifica, CA, 94044",Pacifica,CA,94044,,220490,68,{54be12ad-b5da-8dde-43fe-9bef2233a88f},,37.59464533288350000000,-122.50230126587300000000
Sites.303,POINT (-122.02432799293531 37.56767486481679),Brookvale SC,Fremont Blvd. & Tamoyo St.,Fremont,CA,94536,,345856,49,{574d6ef4-d43e-4abb-b738-1408770f0eb5},,37.56767486481670000000,-122.02432799293500000000
Sites.316,POINT (-121.98775622934409 37.54521674502837),Fremont Hub,Argonaut Way & Mowry Ave.,Fremont,CA,94538,,823472,53,{3e193cc7-d7c5-476e-925a-037f3aa728cf},,37.54521674502830000000,-121.98775622934400000000
Sites.318,POINT (-77.62405848182003 37.43048616321959),4627,12300 Chattanooga Plz,Midlothian,VA,23112,,273353,94,{b8f58ea2-150a-48df-8aa9-60259b475027},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},37.43048616321950000000,-77.62405848182000000000
Sites.448,POINT (-122.01518625073464 37.336901014755675),Golden Corral - Gallipolis,304 Upper River Road,Gallipolis,OH,45631,,208937,71,{08f8cd97-5f70-446e-92b7-43a97667d8c2},,37.33690101475560000000,-122.01518625073400000000
Sites.219,POINT (-79.96783827007806 37.225439565918734),4628,4176 Franklin Rd SW,Roanoke,VA,24014,,232014,69,{6b7f3cc3-01c2-4857-a148-087cf5d11993},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},37.22543956591870000000,-79.96783827007800000000
Sites.410,POINT (-80.42475107928287 37.15675266290592),4634,200 Conston Ave NW,Christiansburg,VA,24073,,294810,91,{57098e17-3083-4ad7-b333-78eeec424f75},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},37.15675266290590000000,-80.42475107928280000000
Sites.376,POINT (-76.39027479097842 37.0570960715181),Sentara Complex Hospital,3000 Coliseum Dr,Hampton,VA,23666,,708685,62,{abcd84d2-a32c-48bd-b0fc-19e29d9f675c},Sentara Healthcare,37.05709607151810000000,-76.39027479097840000000
Sites.226,POINT (-108.15988463169924 36.752382411489606),TEST 3508,3560 E Main St,Farmington,NM,87402,,313809,89,{4bece13a-1bd9-40a5-9715-3f1bd0ffe69c},,36.75238241148960000000,-108.15988463169900000000
Sites.232,POINT (-108.15988463169924 36.752382411489606),3508,3560 E Main St,Farmington,NM,87402,,313809,89,{5b2d31e0-eb7c-45f6-301a-d59a1c9a1254},,36.75238241148960000000,-108.15988463169900000000
Sites.509,POINT (-79.41445284293584 36.60287200224448),"Golden Corral, Danville",195 Holt Garrison Parkway,Danville,VA,24540,,62357,70,{2c04fbcb-9ee6-4ea3-b74a-bf2aa2de5772},{4cbb436a-068d-41f3-a012-b41c20110e48},36.60287200224440000000,-79.41445284293580000000
Sites.508,POINT (-92.36782867260672 36.351491140508756),"Orschein Farm & Home, Mountain Home
",1025 Highway 62 E,Mountain Home,AR,72653,,241055,24,{12eec42e-dfb0-4271-8160-2bdfa49b321e},{4cbb436a-068d-41f3-a012-b41c20110e48},36.35149114050870000000,-92.36782867260670000000
Sites.47,POINT (-82.40032031399994 36.348611453000046),Best Buy Johnson City 899,3222 Peoples St,Johnson City,TN,37604,,104678,82,{81C0C9CF-0997-4DFB-9963-FBBB33EB963B},,36.34861145300000000000,-82.40032031399990000000
Sites.459,POINT (-90.983407494278 36.25784471450983),Orscheln Farm & Home,1966 US-62,Pocahontas,AR,72455,,84609,54,{eef96186-2198-437c-90bd-f770d929295f},,36.25784471450980000000,-90.98340749427800000000
Sites.197,POINT (-80.27313273852673 36.1781805428921),3641,5721 University Pkwy,Winston-Salem,NC,27105,,281571,87,{9cc6bbf9-0bfe-42da-9e00-7db3c3093b22},,36.17818054289210000000,-80.27313273852670000000
Sites.13,POINT (-115.17395421599997 36.16109026600003),Rancho Towne & Country,Rancho Dr at Charleston Blvd,Las Vegas,NV,89106,255035,255035,61,{3FC210E6-3FA5-4A3A-BEAD-9B69E289544A},,36.16109026600000000000,-115.17395421599900000000
Sites.58,POINT (-115.17395421599997 36.16109026600003),Rancho Towne & Country,Rancho Dr at Charleston Blvd,Las Vegas,NV,89106,255035,255035,61,{3FC210E6-3FA5-4A3A-BEAD-9B69E289544A},,36.16109026600000000000,-115.17395421599900000000
Sites.564,POINT (-115.33548183900609 36.16047584903522),110090 Canyon Pointe S.C.,W Charleston Blvd. (SR 159) & Hughes Park Dr. E,Las Vegas,NV,89135,,367271,74,{12bea93c-1ba9-ff99-ad23-23b7a2ad573f},,36.16047584903520000000,-115.33548183900600000000
Sites.553,POINT (-79.46513077525857 36.06539859305277),3627,Lawn Equipment and Chemicals,Burlington,NC,27215,,278786,52,{e43ef524-fa08-449d-aac4-0ff4a597d39a},,36.06539859305270000000,-79.46513077525850000000
Sites.500,POINT (-79.87937426380405 36.05118271404809),AMC,4822 Kroger Blvd.,Greensboro,NC,27407,,198075,37,{03d7f32d-f348-4d85-982e-33a6efd677ae},{4cbb436a-068d-41f3-a012-b41c20110e48},36.05118271404800000000,-79.87937426380400000000
Sites.193,POINT (-78.54252117752365 35.971474374322554),3647,11915 Retail Dr,Wake Forest,NC,27587,,260074,63,{33e81b3a-175f-4329-91de-ece35c9bf277},,35.97147437432250000000,-78.54252117752360000000
Sites.589,POINT (-84.2637253186292 35.82020029912135),740,250 Abbie Dr,Lenoir City,TN,37772,,303829,58,{73866879-229a-4d95-95ea-b13f2ef8dd88},,35.82020029912130000000,-84.26372531862920000000
Sites.301,POINT (-90.70372648142364 35.80578635888411),1406,711 E Parker Rd.,Jonesboro,AR,72404,,295330,73,{5f31a72e-dff8-4b0d-9688-0b9b2a467784},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},35.80578635888410000000,-90.70372648142360000000
Sites.83,POINT (-78.87249123599997 35.78554153300007),High House Crossing,NC Hwy 55 at Green Level West,Cary,NC,27519,,256433,27,{E6DB872F-E1AA-4DA8-800E-719B068F576F},,35.78554153300000000000,-78.87249123599990000000
Sites.453,POINT (-80.26172174383714 35.78320405434112),Golden Corral - Danville,195 Holt Garrison Parkway,Danville,VA,24540,,50254,16,{5bb3460c-9121-4c43-8558-d9e22d8ae254},{4cbb436a-068d-41f3-a012-b41c20110e48},35.78320405434110000000,-80.26172174383710000000
Sites.497,POINT (-80.26173850751243 35.78319412397307),Golden Corral - Lexington,1507 Cotton Grove Road,Lexington,NC,27292,,50729,18,{5c2567f8-4396-4558-bbac-8991cedb8d72},,35.78319412397300000000,-80.26173850751240000000
Sites.255,POINT (-78.63853662624344 35.71320926792521),3631,2540 Timber Dr,Garner,NC,27529,,347182,91,{5e382c6f-c069-432f-8194-32abcbf8789e},,35.71320926792520000000,-78.63853662624340000000
Sites.87,POINT (-84.25998786599996 35.69440189300008),Truist Bank - Loudon,"302 Village Square, Loudon, TN 37774",Loudon,TN,37774,17093,17093,78,{A1431620-4093-489C-A2B0-895AD62B9255},,35.69440189300000000000,-84.25998786599990000000
Sites.50,POINT (-93.15122572799999 35.28286381200007),West Main Russellville,1907 W Main St,Russellville,AR,72801,,14809,19,{E9CBDC15-C6FD-4BA1-AC1F-8165F76453C0},,35.28286381200000000000,-93.15122572799990000000
Sites.624,POINT (-89.89910838943221 35.20873101594735),737,4950 Stage Rd,Memphis,TN,38128,,394561,92,{98b17c14-8958-4c7e-b2c3-ddb27e3758b8},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},35.20873101594730000000,-89.89910838943220000000
Sites.595,POINT (-101.94001884822691 35.18214247318328),108790 Westgate Plaza,NULLSoncy Rd. & I-40,Amarillo,TX,79124,,628448,37,{95b3da2e-7ba2-6ff3-21bd-456bbdef7a32},,35.18214247318320000000,-101.94001884822600000000
Sites.52,POINT (-77.07303135699993 35.14112991600007),Hatteras Yachts,110 N Glenburnie Rd,New Bern ,NC,28560,261357,261357,40,{55B41D5E-3DDA-491E-9CAD-503AAD576BBA},,35.14112991600000000000,-77.07303135699990000000
Sites.317,POINT (-92.41151042731586 35.08500974320914),1407,500 Elsinger Blvd,Conway,AR,72032,,304978,72,{63bbea5e-74ac-b3c1-99fa-65cd987bbea2},,35.08500974320910000000,-92.41151042731580000000
Sites.620,POINT (-78.97502299943619 35.053732280225425),3626,2060 Skibo Rd,Fayetteville,NC,28314,,233911,4,{3f6e50a1-f761-4032-b0e9-2744d4f7b0e4},,35.05373228022540000000,-78.97502299943610000000
Sites.468,POINT (-81.87475248221766 34.98027624658041),1108,2300 E. Main St.,Spartanburg,SC,29307,,349815,80,{eb5c6f98-1f55-46c3-a7dc-5d753905fc43},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},34.98027624658040000000,-81.87475248221760000000
Sites.12,POINT (-82.30786828800143 34.82831716705094),1119,79 Woodruff Industrial Ln,Greenville,SC,29607,,280091,54,{dea1d51c-b2d2-4ed0-90b1-4e5f8fc60fe0},,34.82831716705090000000,-82.30786828800140000000
Sites.635,POINT (-82.37515559240543 34.80031133798618),1127,1339 S Pleasantburg Dr,Greenville,SC,29605,,316986,49,{73854afb-8591-4e1a-b4ab-a9f2a01a29e0},,34.80031133798610000000,-82.37515559240540000000
Sites.486,POINT (-82.25464071088966 34.70904879080674),1124,669 Fairview Rd,Simpsonville,SC,29680,,258666,64,{a5def2e9-fc5f-4c25-9e00-d70bf8c2591c},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},34.70904879080670000000,-82.25464071088960000000
Sites.362,POINT (-86.76015426820794 34.66501164871231),"ES 255
","255 Short Pike Road
",Huntsville,AL,35824,,210160,69,{32a441dc-2984-4296-835d-15e6cd2dbc86},,34.66501164871230000000,-86.76015426820790000000
Sites.511,POINT (-103.19728759551393 34.44606197851868),"Tractor Supply - Clovis, NM",4724 N Prince St,Clovis,NM,88101,,112053,97,{5ebb3ae5-3c76-4ed8-ac1b-2ccc0f9e785d},{4cbb436a-068d-41f3-a012-b41c20110e48},34.44606197851860000000,-103.19728759551300000000
Sites.340,POINT (-118.55069805436636 34.40396832424203),Ganary Square,McBean Pkwy & Arroyo Park Dr.,Valencia,CA,91355,,330167,79,{5997a949-abf7-4fec-bc28-e65b0f4f6154},{9332e7f4-c292-4480-af81-dacc89da5a87},34.40396832424200000000,-118.55069805436600000000
Sites.631,POINT (-88.69691236592902 34.31826042661531),2906,1074 Cross Creek Dr,Saltillo,MS,38866,,262009,92,{36814c26-d5f3-4ee8-b248-4b18303668c8},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},34.31826042661530000000,-88.69691236592900000000
Sites.294,POINT (-118.55903689119617 34.24184890991947),Plaza Di Northridge,Plummer St. & Shirley Ave.,Northridge,CA,91324,,201224,65,{19861fb9-a5a8-43b0-9bc7-fd8ebbad20ae},,34.24184890991940000000,-118.55903689119600000000
Sites.310,POINT (-80.87292391741832 34.12677481650934),1109,285 Forum Dr.,Columbia,SC,29229,,248872,67,{573bd84b-111a-4126-b663-bb4704b778f9},,34.12677481650930000000,-80.87292391741830000000
Sites.566,POINT (-117.76054010394559 34.11005056202989),La Verne Towne Center,Foothill Rd & N. White Ave.,La Verne,CA,91750,,440032,64,{14b2d05d-2ae4-4966-b593-a8b20645eefa},{9332e7f4-c292-4480-af81-dacc89da5a87},34.11005056202980000000,-117.76054010394500000000
Sites.290,POINT (-117.905443533558 34.10585757981816),Covina Town Square,Azusa Ave. & Arrow Hwy,Covina ,CA,91722,,919215,85,{2f139fcf-ffd4-4477-a11a-4d8398596e3a},,34.10585757981810000000,-117.90544353355800000000
Sites.615,POINT (-117.39913807100082 34.10572852333969),6683,1451 W Foothill Blvd,Rialto,CA,92376,,281240,94,{473ee3df-af99-4a85-938a-53a520cd3353},,34.10572852333960000000,-117.39913807100000000000
Sites.481,POINT (-117.66890276348163 34.089601132702924),Mountain Square,S. Mountain Ave. & W. 8th St.,Upland,CA,91786,,516540,65,{33b8edbf-c2b5-4340-a07e-44f31281b358},,34.08960113270290000000,-117.66890276348100000000
Sites.292,POINT (-118.14781365980858 34.08933065084495),Costco Plaza,Commonwealth St. & Palm Ave,Alhambra,CA,91803,,472556,59,{60662f37-008f-4abb-bab6-c986be3b460e},,34.08933065084490000000,-118.14781365980800000000
Sites.6,POINT (-84.16581977521076 34.069492940627185),Store 434,3651 Peachtree Pkwy,Suwanee,GA,30024,,294252,31,{6af3a134-2c2b-4eb7-809a-cf8b0f45fa20},{09f9e090-eceb-4bca-9319-ff32928180a6},34.06949294062710000000,-84.16581977521070000000
Sites.18,POINT (-117.26703149499997 34.06656768400006),150 - San Bernadino,888 Harriman Place,San Bernadino,CA,92408,,167916,84,{31A8C919-0E8A-437F-96AB-C464FA9E3633},,34.06656768400000000000,-117.26703149499900000000
